#Log_File	LOG037
#Comment	
#Device	FireStingGO2_Pocket_Oxygen_Meter
#Firmware	3.33
#Unique_ID	2411E505575BA507
#Manufacturer	Pyro_Science_GmbH
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity
#	SD7-517-198	Water	dphi	Sensor	0.0 psu
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%
#	SD7-517-198	not cal.	not cal.
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency
#	Sensor	Sensor	0 psu	default	30%	400x	4000 Hz
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	51.700°	19.800°	20.00°C	20.00°C	1013 mbar	0%RH	0.804	0.122	4000 Hz	-0.056%/K	0.969%/K	0.60 mV	0.000°	0	0.000000/hPa	0.000000/K	-0.000303/K	0	20.95%O2
#
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(dphi)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)
196	2017-07-10 16:12:07	21,267	SignalTooLow_	21,88	21,88	1006,6	64,1	13786		2	21,267	38,0	4,7	22,29
197	2017-07-10 16:12:50	24,233	SignalTooLow_	21,94	21,94	1006,5	64,2	13829		2	24,233	40,5	4,8	22,28
198	2017-07-10 16:13:40	21,068	SignalTooLow_	21,94	21,94	1006,5	64,2	13879		2	21,068	41,5	4,8	22,28
199	2017-07-10 16:14:22	21,110	SignalTooLow_	22,01	22,01	1006,6	64,4	13921		2	21,110	42,1	4,7	22,28
200	2017-07-10 16:15:05	19,932	SignalTooLow_	21,98	21,98	1006,5	64,5	13964		2	19,932	35,5	4,9	22,29
201	2017-07-10 16:21:01	20,054	SignalTooLow_	21,98	21,98	1006,6	64,3	14320		2	20,054	48,7	4,8	22,23
202	2017-07-10 16:21:30	19,798		21,97	21,97	1006,6	64,3	14349		0	19,798	53,2	4,8	22,23
203	2017-07-10 16:22:08	23,491	SignalTooLow_	21,98	21,98	1006,5	64,5	14387		2	23,491	38,3	4,8	22,23
204	2017-07-10 16:22:45	19,697	SignalTooLow_	21,97	21,97	1006,6	64,4	14424		2	19,697	36,9	4,8	22,23
205	2017-07-10 16:23:25	20,245	SignalTooLow_	21,97	21,97	1006,5	64,5	14464		2	20,245	40,1	4,5	22,24
206	2017-07-10 16:24:21	21,382	SignalTooLow_	22,00	22,00	1006,5	64,4	14520		2	21,382	39,3	4,9	22,23
207	2017-07-10 16:25:07	24,538	SignalTooLow_	21,94	21,94	1006,5	64,4	14566		2	24,538	42,0	4,9	22,23
208	2017-07-10 16:25:48	21,172	SignalTooLow_	22,00	22,00	1006,5	64,3	14607		2	21,172	42,5	4,7	22,23
209	2017-07-10 16:26:24	21,243	SignalTooLow_	21,96	21,96	1006,5	64,4	14643		2	21,243	44,8	4,7	22,23
210	2017-07-10 16:27:05	20,000	SignalTooLow_	21,93	21,93	1006,5	64,4	14684		2	20,000	36,6	4,7	22,24
211	2017-07-10 16:31:20	20,088		21,84	21,84	1006,4	64,1	14939		0	20,088	50,4	4,9	22,18
212	2017-07-10 16:31:46	19,853		21,83	21,83	1006,4	64,1	14965		0	19,853	54,3	4,7	22,19
213	2017-07-10 16:32:20	23,668	SignalTooLow_	21,84	21,84	1006,5	64,3	14999		2	23,668	42,3	4,7	22,20
214	2017-07-10 16:32:56	19,730	SignalTooLow_	21,84	21,84	1006,5	64,1	15035		2	19,730	37,6	4,9	22,19
215	2017-07-10 16:33:36	20,330	SignalTooLow_	21,85	21,85	1006,5	64,1	15075		2	20,330	43,4	4,5	22,19
216	2017-07-10 16:34:14	21,406	SignalTooLow_	21,84	21,84	1006,5	64,1	15113		2	21,406	40,2	4,7	22,19
217	2017-07-10 16:35:00	24,922	SignalTooLow_	21,78	21,78	1006,6	64,0	15159		2	24,922	44,4	4,7	22,20
218	2017-07-10 16:35:35	21,169	SignalTooLow_	21,86	21,86	1006,6	64,0	15194		2	21,169	42,2	4,7	22,20
219	2017-07-10 16:36:14	21,191	SignalTooLow_	21,84	21,84	1006,6	64,0	15233		2	21,191	43,9	4,8	22,19
220	2017-07-10 16:36:59	19,971	SignalTooLow_	21,90	21,90	1006,6	64,0	15278		2	19,971	38,3	4,6	22,19
221	2017-07-10 16:40:50	20,127		21,71	21,71	1006,6	63,8	15509		0	20,127	50,0	4,9	22,15
222	2017-07-10 16:41:29	19,807		21,83	21,83	1006,7	63,9	15548		0	19,807	53,5	4,8	22,15
223	2017-07-10 16:42:23	23,735	SignalTooLow_	21,82	21,82	1006,6	63,9	15602		2	23,735	40,6	5,0	22,15
224	2017-07-10 16:43:07	19,705	SignalTooLow_	21,85	21,85	1006,6	64,0	15646		2	19,705	38,5	4,6	22,14
225	2017-07-10 16:43:49	20,358	SignalTooLow_	21,93	21,93	1006,6	64,0	15688		2	20,358	41,8	4,7	22,15
226	2017-07-10 16:44:25	21,567	SignalTooLow_	22,02	22,02	1006,6	64,1	15724		2	21,567	41,6	4,6	22,16
227	2017-07-10 16:45:15	25,235	SignalTooLow_	21,99	21,99	1006,5	64,0	15774		2	25,235	45,8	4,7	22,17
228	2017-07-10 16:45:56	21,270	SignalTooLow_	21,97	21,97	1006,6	64,1	15815		2	21,270	44,1	4,8	22,17
229	2017-07-10 16:46:30	21,220	SignalTooLow_	22,00	22,00	1006,5	64,1	15849		2	21,220	44,0	5,0	22,17
230	2017-07-10 16:46:59	20,000	SignalTooLow_	21,93	21,93	1006,6	64,1	15878		2	20,000	37,9	4,8	22,19
231	2017-07-10 16:51:42	20,117		21,85	21,85	1006,6	64,1	16161		0	20,117	52,0	4,8	22,15
232	2017-07-10 16:52:18	19,843		21,89	21,89	1006,6	64,2	16197		0	19,843	54,2	4,9	22,14
233	2017-07-10 16:53:04	23,967	SignalTooLow_	21,99	21,99	1006,7	64,2	16243		2	23,967	45,1	5,0	22,15
234	2017-07-10 16:53:45	19,691	SignalTooLow_	21,96	21,96	1006,6	64,3	16284		2	19,691	36,9	4,7	22,16
235	2017-07-10 16:54:23	20,373	SignalTooLow_	22,01	22,01	1006,6	64,4	16322		2	20,373	44,0	5,1	22,16
236	2017-07-10 16:54:57	21,712	SignalTooLow_	22,06	22,06	1006,6	64,3	16356		2	21,712	45,8	4,6	22,17
237	2017-07-10 16:55:35	25,571	SignalTooLow_	22,07	22,07	1006,6	64,3	16394		2	25,571	48,7	5,1	22,18
238	2017-07-10 16:56:12	21,232	SignalTooLow_	22,06	22,06	1006,5	64,3	16431		2	21,232	45,8	4,8	22,18
239	2017-07-10 16:57:01	21,240	SignalTooLow_	22,05	22,05	1006,6	64,2	16480		2	21,240	44,7	5,0	22,20
240	2017-07-10 16:57:37	20,069	SignalTooLow_	22,00	22,00	1006,6	64,1	16516		2	20,069	40,2	4,8	22,21
241	2017-07-10 17:02:04	20,227		21,76	21,76	1006,6	63,6	16783		0	20,227	50,1	4,8	22,16
242	2017-07-10 17:02:37	19,827		21,83	21,83	1006,6	63,7	16816		0	19,827	54,3	4,7	22,16
243	2017-07-10 17:03:16	24,038	SignalTooLow_	21,86	21,86	1006,6	63,6	16855		2	24,038	41,0	4,8	22,15
244	2017-07-10 17:03:48	19,740	SignalTooLow_	21,83	21,83	1006,6	63,7	16887		2	19,740	38,9	4,8	22,17
245	2017-07-10 17:04:28	20,322	SignalTooLow_	21,88	21,88	1006,6	63,7	16927		2	20,322	40,6	4,8	22,17
246	2017-07-10 17:05:09	21,733	SignalTooLow_	21,91	21,91	1006,6	63,7	16968		2	21,733	44,9	4,9	22,17
247	2017-07-10 17:05:53	25,956	SignalTooLow_	21,87	21,87	1006,6	63,8	17012		2	25,956	46,9	4,9	22,17
248	2017-07-10 17:06:30	21,163	SignalTooLow_	21,99	21,99	1006,6	64,0	17049		2	21,163	43,0	4,6	22,17
249	2017-07-10 17:07:13	21,237	SignalTooLow_	21,99	21,99	1006,6	63,9	17092		2	21,237	44,7	4,9	22,19
250	2017-07-10 17:07:54	19,936	SignalTooLow_	22,03	22,03	1006,6	64,0	17133		2	19,936	37,3	4,8	22,21
251	2017-07-10 17:14:04	20,271		21,80	21,80	1006,6	63,5	17503		0	20,271	51,3	5,0	22,15
252	2017-07-10 17:14:39	19,850		21,89	21,89	1006,6	63,6	17538		0	19,850	54,7	4,8	22,15
253	2017-07-10 17:15:12	24,332	SignalTooLow_	21,93	21,93	1006,6	63,7	17571		2	24,332	44,7	4,8	22,15
254	2017-07-10 17:15:45	19,760	SignalTooLow_	21,95	21,95	1006,6	63,8	17604		2	19,760	38,8	4,8	22,14
255	2017-07-10 17:16:30	20,384	SignalTooLow_	21,91	21,91	1006,6	63,8	17649		2	20,384	42,5	4,7	22,15
256	2017-07-10 17:17:07	21,695	SignalTooLow_	22,00	22,00	1006,6	63,8	17686		2	21,695	39,6	4,7	22,16
257	2017-07-10 17:17:50	26,246	SignalTooLow_	22,04	22,04	1006,6	63,9	17729		2	26,246	48,0	4,9	22,17
258	2017-07-10 17:18:25	21,294	SignalTooLow_	22,06	22,06	1006,5	63,8	17764		2	21,294	42,1	4,6	22,17
259	2017-07-10 17:19:05	21,259	SignalTooLow_	22,05	22,05	1006,5	63,8	17804		2	21,259	45,5	4,7	22,18
260	2017-07-10 17:19:46	20,073	SignalTooLow_	22,06	22,06	1006,5	64,0	17845		2	20,073	38,8	4,8	22,18
261	2017-07-10 17:27:23	20,338		21,88	21,88	1006,5	63,8	18302		0	20,338	50,0	4,6	22,09
262	2017-07-10 17:27:58	19,912		21,91	21,91	1006,6	64,0	18337		0	19,912	54,5	5,0	22,10
263	2017-07-10 17:28:29	24,575	SignalTooLow_	21,96	21,96	1006,6	63,9	18368		2	24,575	45,7	4,8	22,10
264	2017-07-10 17:29:10	19,813	SignalTooLow_	21,92	21,92	1006,6	63,9	18409		2	19,813	39,2	4,9	22,10
265	2017-07-10 17:29:51	20,377	SignalTooLow_	21,87	21,87	1006,6	63,8	18450		2	20,377	41,2	4,7	22,10
266	2017-07-10 17:30:24	21,949	SignalTooLow_	21,88	21,88	1006,6	63,8	18483		2	21,949	40,2	5,0	22,11
267	2017-07-10 17:31:04	26,780	SignalTooLow_	21,85	21,85	1006,6	63,8	18523		2	26,780	48,3	4,8	22,10
268	2017-07-10 17:31:30	21,389	SignalTooLow_	21,92	21,92	1006,7	63,8	18549		2	21,389	44,7	4,8	22,11
269	2017-07-10 17:32:12	21,309	SignalTooLow_	21,93	21,93	1006,7	63,9	18591		2	21,309	45,8	5,1	22,11
270	2017-07-10 17:32:40	20,062	SignalTooLow_	21,93	21,93	1006,7	63,9	18619		2	20,062	39,6	5,1	22,10
271	2017-07-10 17:36:00	20,440		21,98	21,98	1006,7	63,8	18819		0	20,440	52,0	4,6	22,11
272	2017-07-10 17:36:36	19,914		22,02	22,02	1006,7	64,0	18855		0	19,914	54,8	4,8	22,11
273	2017-07-10 17:37:12	24,742	SignalTooLow_	22,03	22,03	1006,6	64,1	18891		2	24,742	45,7	4,9	22,11
274	2017-07-10 17:37:46	19,824	SignalTooLow_	21,96	21,96	1006,7	64,1	18925		2	19,824	39,4	4,8	22,12
275	2017-07-10 17:38:29	20,485	SignalTooLow_	21,98	21,98	1006,7	64,1	18968		2	20,485	42,8	4,7	22,13
276	2017-07-10 17:39:04	22,107	SignalTooLow_	21,93	21,93	1006,7	64,0	19003		2	22,107	44,1	4,7	22,13
277	2017-07-10 17:39:40	27,046		21,92	21,92	1006,7	64,2	19039		0	27,046	49,1	4,6	22,12
278	2017-07-10 17:40:10	21,391	SignalTooLow_	21,95	21,95	1006,7	64,2	19069		2	21,391	43,0	5,2	22,13
279	2017-07-10 17:40:46	21,280	SignalTooLow_	21,92	21,92	1006,6	64,2	19105		2	21,280	44,4	4,9	22,14
280	2017-07-10 17:41:22	20,115	SignalTooLow_	21,91	21,91	1006,6	64,3	19141		2	20,115	36,2	5,0	22,15
281	2017-07-10 17:46:41	20,490	SignalTooLow_	21,86	21,86	1006,6	64,1	19460		2	20,490	48,4	4,5	22,08
282	2017-07-10 17:47:14	19,956		21,83	21,83	1006,6	64,2	19493		0	19,956	51,8	4,5	22,08
283	2017-07-10 17:47:45	24,914	SignalTooLow_	21,89	21,89	1006,7	64,2	19524		2	24,914	44,0	4,7	22,07
284	2017-07-10 17:48:17	19,867	SignalTooLow_	21,86	21,86	1006,6	64,1	19556		2	19,867	37,7	4,7	22,07
285	2017-07-10 17:49:00	20,490	SignalTooLow_	21,93	21,93	1006,6	64,1	19599		2	20,490	40,5	4,3	22,07
286	2017-07-10 17:49:32	22,139	SignalTooLow_	21,94	21,94	1006,6	64,2	19631		2	22,139	38,5	4,5	22,08
287	2017-07-10 17:50:10	27,179	SignalTooLow_	21,96	21,96	1006,6	64,3	19669		2	27,179	46,6	4,6	22,09
288	2017-07-10 17:50:39	21,393	SignalTooLow_	21,99	21,99	1006,6	64,4	19698		2	21,393	42,3	4,6	22,08
289	2017-07-10 17:51:10	21,330	SignalTooLow_	22,00	22,00	1006,6	64,4	19729		2	21,330	43,4	4,5	22,10
290	2017-07-10 17:51:51	20,229	SignalTooLow_	21,98	21,98	1006,6	64,4	19770		2	20,229	39,2	4,5	22,10
291	2017-07-10 17:56:35	20,666		21,92	21,92	1006,6	64,4	20054		0	20,666	51,4	4,6	22,06
292	2017-07-10 17:57:07	20,010		21,93	21,93	1006,6	64,4	20086		0	20,010	51,4	4,8	22,06
293	2017-07-10 17:57:49	25,171	SignalTooLow_	21,89	21,89	1006,7	64,5	20128		2	25,171	44,7	4,6	22,05
294	2017-07-10 17:58:29	19,968	SignalTooLow_	21,90	21,90	1006,6	64,5	20168		2	19,968	38,2	4,6	22,06
295	2017-07-10 17:59:08	20,497	SignalTooLow_	21,81	21,81	1006,6	64,4	20207		2	20,497	40,1	4,4	22,05
296	2017-07-10 17:59:46	22,292	SignalTooLow_	21,82	21,82	1006,6	64,4	20245		2	22,292	40,9	4,6	22,06
297	2017-07-10 18:00:23	27,479		21,85	21,85	1006,6	64,4	20282		0	27,479	49,2	4,7	22,05
298	2017-07-10 18:00:58	21,466	SignalTooLow_	21,85	21,85	1006,6	64,5	20317		2	21,466	42,4	4,6	22,05
299	2017-07-10 18:01:45	21,358	SignalTooLow_	21,81	21,81	1006,6	64,3	20364		2	21,358	44,4	4,5	22,05
300	2017-07-10 18:02:31	20,306	SignalTooLow_	21,79	21,79	1006,6	64,2	20410		2	20,306	38,5	4,5	22,06
301	2017-07-10 18:05:58	20,701		21,77	21,77	1006,6	64,2	20617		0	20,701	51,3	4,5	22,03
302	2017-07-10 18:06:38	20,019		21,85	21,85	1006,6	64,2	20657		0	20,019	51,6	4,7	22,02
303	2017-07-10 18:07:24	25,429	SignalTooLow_	21,85	21,85	1006,6	64,3	20703		2	25,429	44,6	4,6	22,02
304	2017-07-10 18:07:59	19,933	SignalTooLow_	21,89	21,89	1006,6	64,4	20738		2	19,933	37,1	4,7	22,03
305	2017-07-10 18:08:41	20,643	SignalTooLow_	21,82	21,82	1006,6	64,3	20780		2	20,643	41,6	4,7	22,02
306	2017-07-10 18:09:25	22,300	SignalTooLow_	21,83	21,83	1006,6	64,3	20824		2	22,300	39,6	4,8	22,03
307	2017-07-10 18:10:00	27,641		21,76	21,76	1006,6	64,2	20859		0	27,641	49,1	4,8	22,02
308	2017-07-10 18:10:45	21,439	SignalTooLow_	21,81	21,81	1006,6	64,3	20904		2	21,439	43,6	4,8	22,03
309	2017-07-10 18:11:24	21,440	SignalTooLow_	21,79	21,79	1006,6	64,3	20943		2	21,440	41,9	4,6	22,02
310	2017-07-10 18:12:04	20,299	SignalTooLow_	21,81	21,81	1006,6	64,3	20983		2	20,299	36,1	4,7	22,03
311	2017-07-10 18:16:56	20,822		21,76	21,76	1006,5	64,3	21275		0	20,822	49,7	4,9	21,99
312	2017-07-10 18:17:39	20,147		21,82	21,82	1006,5	64,4	21318		0	20,147	49,9	4,8	21,98
313	2017-07-10 18:18:30	25,661	SignalTooLow_	21,79	21,79	1006,5	64,4	21369		2	25,661	45,7	4,6	21,98
314	2017-07-10 18:19:02	20,032	SignalTooLow_	21,81	21,81	1006,6	64,4	21401		2	20,032	36,4	4,6	22,00
315	2017-07-10 18:19:50	20,701	SignalTooLow_	21,77	21,77	1006,5	64,4	21449		2	20,701	43,2	4,6	22,01
316	2017-07-10 18:20:30	22,549	SignalTooLow_	21,74	21,74	1006,5	64,4	21489		2	22,549	43,8	4,8	22,00
317	2017-07-10 18:21:18	27,857	SignalTooLow_	21,85	21,85	1006,5	64,5	21537		2	27,857	48,0	4,5	22,01
318	2017-07-10 18:22:02	21,499	SignalTooLow_	21,82	21,82	1006,5	64,5	21581		2	21,499	42,8	4,5	22,01
319	2017-07-10 18:22:38	21,490	SignalTooLow_	21,82	21,82	1006,5	64,4	21617		2	21,490	44,0	4,7	22,01
320	2017-07-10 18:23:16	20,331	SignalTooLow_	21,74	21,74	1006,5	64,4	21655		2	20,331	38,7	4,8	22,01
321	2017-07-10 18:28:13	20,887		21,75	21,75	1006,5	64,3	21952		0	20,887	52,7	4,7	21,96
322	2017-07-10 18:28:48	20,214		21,72	21,72	1006,5	64,4	21987		0	20,214	51,2	4,9	21,95
323	2017-07-10 18:29:27	25,878	SignalTooLow_	21,80	21,80	1006,5	64,4	22026		2	25,878	46,5	4,4	21,96
324	2017-07-10 18:29:59	20,093	SignalTooLow_	21,79	21,79	1006,5	64,4	22058		2	20,093	37,7	4,8	21,96
325	2017-07-10 18:30:40	20,752	SignalTooLow_	21,82	21,82	1006,4	64,4	22099		2	20,752	43,0	4,6	21,96
326	2017-07-10 18:31:26	22,702	SignalTooLow_	21,77	21,77	1006,4	64,4	22145		2	22,702	44,5	4,8	21,95
327	2017-07-10 18:32:14	27,967	SignalTooLow_	21,75	21,75	1006,4	64,3	22193		2	27,967	48,1	4,4	21,96
328	2017-07-10 18:32:59	21,501	SignalTooLow_	21,70	21,70	1006,4	64,3	22238		2	21,501	43,5	4,4	21,96
329	2017-07-10 18:33:45	21,500	SignalTooLow_	21,67	21,67	1006,5	64,4	22284		2	21,500	42,9	4,7	21,96
330	2017-07-10 18:34:24	20,428	SignalTooLow_	21,74	21,74	1006,5	64,4	22323		2	20,428	38,8	4,4	21,96
331	2017-07-10 18:40:04	21,144		21,73	21,73	1006,4	64,5	22663		0	21,144	53,5	4,5	21,89
332	2017-07-10 18:40:39	20,212		21,80	21,80	1006,4	64,7	22698		0	20,212	52,1	4,6	21,90
333	2017-07-10 18:41:16	26,106	SignalTooLow_	21,82	21,82	1006,5	64,7	22735		2	26,106	48,7	4,5	21,90
334	2017-07-10 18:41:45	20,106	SignalTooLow_	21,84	21,84	1006,5	64,7	22764		2	20,106	38,8	4,6	21,91
335	2017-07-10 18:42:24	20,800	SignalTooLow_	21,84	21,84	1006,5	64,7	22803		2	20,800	42,5	4,5	21,91
336	2017-07-10 18:43:11	22,768	SignalTooLow_	21,77	21,77	1006,5	64,8	22850		2	22,768	42,0	4,7	21,91
337	2017-07-10 18:43:51	28,153		21,85	21,85	1006,6	64,8	22890		0	28,153	50,0	4,5	21,92
338	2017-07-10 18:44:38	21,704	SignalTooLow_	21,81	21,81	1006,5	64,8	22937		2	21,704	45,2	4,5	21,93
339	2017-07-10 18:45:23	21,577	SignalTooLow_	21,78	21,78	1006,5	64,8	22982		2	21,577	45,1	4,5	21,92
340	2017-07-10 18:46:02	20,510	SignalTooLow_	21,75	21,75	1006,6	64,8	23021		2	20,510	35,5	4,6	21,92
341	2017-07-10 18:50:45	21,177		21,71	21,71	1006,5	64,7	23304		0	21,177	52,4	4,6	21,88
342	2017-07-10 18:51:28	20,307		21,75	21,75	1006,5	64,7	23347		0	20,307	54,0	4,8	21,89
343	2017-07-10 18:52:12	26,356	SignalTooLow_	21,71	21,71	1006,5	64,7	23391		2	26,356	48,8	5,0	21,87
344	2017-07-10 18:52:51	20,207	SignalTooLow_	21,76	21,76	1006,6	64,7	23430		2	20,207	39,3	4,7	21,88
345	2017-07-10 18:53:27	20,807	SignalTooLow_	21,77	21,77	1006,5	64,8	23466		2	20,807	44,5	4,7	21,88
346	2017-07-10 18:54:11	22,955	SignalTooLow_	21,72	21,72	1006,6	64,7	23510		2	22,955	47,0	4,9	21,89
347	2017-07-10 18:55:11	28,279		21,74	21,74	1006,6	64,8	23570		0	28,279	49,0	4,6	21,89
348	2017-07-10 18:56:04	21,654	SignalTooLow_	21,75	21,75	1006,6	64,7	23623		2	21,654	44,7	4,6	21,89
349	2017-07-10 18:56:49	21,611	SignalTooLow_	21,74	21,74	1006,6	64,7	23668		2	21,611	44,8	4,7	21,89
350	2017-07-10 18:57:37	20,499	SignalTooLow_	21,70	21,70	1006,6	64,7	23716		2	20,499	40,0	4,6	21,90
